id,date,language,title,normalized_rating,actual_rating,offering_Accommodation,offering_Food & Beverage,offering_Retail,offering_Tourism Attractions/ Sites,offering_Religious,destination,sentiment_lexicon,sentiment_LLM,clean_content,theme_LDA,theme_BERT,num_offerings,month_year
377380-167155596507,2021-02-07 00:00:00+00:00,eng,Oah Yamal Restaurant Dammam,100.0,5.0,0,1,0,0,0,Dammam,positive,positive,nice restaurant nice atmosphere suitable large family traditional oriental food gulf cuisine fish delicious nice restaurant look traditional delicious sea food looking,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167155597303,2021-02-07 16:44:00+00:00,ara,Noor Al Hanaa,40.0,2.0,1,0,0,0,0,Riyadh,neutral,negative,شاورما الدجاج مقبوله وليست مميزه اللحم سيء,Accommodation & Positive Venue Experience,Restaurant dining experience,1,2021-02
377380-167155598341,2021-02-07 18:44:00+00:00,ara,Oah Yamal Restaurant Dammam,80.0,4.0,0,1,0,0,0,Dammam,neutral,positive,ممتاز,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167157209885,2021-02-07 08:09:00+00:00,ara,Best Western Plus Fursan Hotel,100.0,5.0,0,1,0,0,0,Riyadh,neutral,positive,فندق نجوم وبمستوى فنادق نجوم الغرف للامانه صغيره نوعا ترتاح نفسيا جربت وجبة الافطار عندهم مررره شكرا متقيدين بالانظمه وبسلامة نزلاء الفندق المهم شكرا واتمنى يكون شوية مرونه وقت معادرة النزيل,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167157836721,2021-02-07 08:20:00+00:00,ara,BITA Resort,60.0,3.0,1,0,0,0,0,Hail,neutral,positive,مكان جميل واطلاله جميله المسبح والبحر ويستحق الزيارة اخلاق جميله الموظفين يحتاج النظافه والترميم ويوجد البعوض بكثره فرن الطبخ متوفر والإضاءة سيئة,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167158305372,2021-02-07 11:29:00+00:00,ara,Boudl Mahayel Aseer,100.0,5.0,1,0,0,0,0,Makkah,neutral,positive,فخم ماشاء الله مره حلو,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167158398783,2021-02-07 18:28:00+00:00,ara,Auris Alfanar Villa Hotel,20.0,1.0,1,0,0,0,0,Jeddah,neutral,negative,سيئ التعامل للغايه لاانصح بالتعامل معه,Accommodation & Positive Venue Experience,Temporarily closed businesses,1,2021-02
377380-167159463358,2021-02-08 07:52:00+00:00,ara,Fraser Suites Riyadh,100.0,5.0,0,1,0,0,0,Riyadh,neutral,positive,يسعد مساكم انا صراحه جربت عندكم خدمات وكل خدمه ماشاء الله تقول الزين عندي منتجاتكم وطريقه الاستقبال ورحابه الصدر الجميع واحب اشكر دغاده ساعدتني وأوجدت حلول عشان اقدر استفيد برنامج البشره اهتمامها متابعتها وحرصها وطريقه شرحها وتفهمها خلاني ابداء معاكم اول مشوار للعنايه والاهتمام نفسي الف الف شكر,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167159664222,2021-02-08 06:56:00+00:00,eng,Manar Al-Kharj Restaurant,100.0,5.0,1,0,0,0,0,Riyadh,positive,positive,taste like,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167160007481,2021-02-07 09:02:00+00:00,ara,Carawan Al Fahad Hotel,20.0,1.0,0,1,0,0,0,Riyadh,neutral,negative,اخر يوم جيته طلعونا بالغصب الساعه ١٢ يقولون امر قضائي,Religious / Spiritual & Tranquil Sites,Need for improvement,1,2021-02
377380-167160009378,2021-02-07 15:02:00+00:00,ara,Carawan Al Fahad Hotel,100.0,5.0,0,1,0,0,0,Riyadh,neutral,positive,ماسكنت للأمانه اطلعت غرفه نوعا قديمه مو فخمه الحق يقال اصنفهم أجمل بوفيهات الفطور الرياض بصراحه اللي يبغى فطور لذيذ وأصناف متعددة وسعر معقول يروح والله جربت كثير وماحصلت بوفيه الفطور حقهم رااااهي وجلسات مريحه صحيح مكشوفه ناس محترمه اللي وانا كتصنيف فطور بعطيهم فايف ستارز واتمنى مايتغيرون الا للأفضل,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167160267891,2021-02-07 00:00:00+00:00,eng,Lapaz Batchoy Restaurant Khamis,100.0,5.0,0,1,0,0,0,Jeddah,positive,negative,deffirent price compare jeddah khamis musyat cheaper jeddah,Food & Dining / Restaurants,Shopping malls,1,2021-02
377380-167161096085,2021-02-07 18:20:00+00:00,ara,Executives Hotel Al Azizia,100.0,5.0,0,1,0,0,0,Riyadh,neutral,positive,رائع,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167161102009,2021-02-07 09:23:00+00:00,ara,"Nofa Riyadh, A Radisson Collection Resort",100.0,5.0,1,0,0,0,0,Riyadh,neutral,positive,منتجع فخم ورائع جدا ومصمم النمط الافريقي وينفع لقضاء عطلة ليومين للخروج صخب المدينة الموظفين رائعين ومتعاونين يوجد لديهم مطعم ايطالي وافريقي المطعم الافريقي ستيك الواجيو ٩ خرافي الفطور جميل ومتنوع وفيه جلسات داخلية وخارجية المطعم الايطالي جيد الكوفي شوب جلسات رايقة ودفايات وقت الشتاء توجد العديد النشاطات ضمنها رحلة السفاري تستحق التجربة وتكلفتها ١٥٠ المسابح المتواجدة بالفلل توجد خاصية التدفئة,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167161634486,2021-02-07 12:34:00+00:00,eng,Coral Olaya Hotel,40.0,2.0,0,1,0,0,0,Riyadh,negative,negative,doesnt deserve star scotch taped curtain bad internet room condition bad canceled stay immediately,Food & Dining / Restaurants,Temporarily closed businesses,1,2021-02
377380-167161634521,2021-02-08 06:34:00+00:00,ara,Boudl Buraydah Hotel,80.0,4.0,1,0,0,0,0,Qassim,neutral,positive,نظيف وهادئ وموقع مميز,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167162226763,2021-02-08 05:44:00+00:00,ara,Coral Al Ahsa Hotel,80.0,4.0,1,1,0,0,0,Al Ahsa,neutral,positive,كويس ونضيف والمطعم ممتاز وانصح بية بشدة,Accommodation & Positive Venue Experience,Restaurant dining experience,2,2021-02
377380-167165568329,2021-02-07 10:33:00+00:00,ara,Hyatt House Jeddah Sari Street,60.0,3.0,1,0,0,0,0,Jeddah,neutral,negative,المبالغة السعر ويحتاج اهتمام وعناية اكثر بالنظافة,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167166774551,2021-02-08 08:57:00+00:00,ara,Crowne Plaza Madinah,100.0,5.0,1,0,0,0,0,Madinah,neutral,positive,جميل انه نجوم القرب الحرم النبوي مجموعة فنادق العالميه طاقم جدا متعاون ومدرب وممتاز ترتيبات الدخول والخروج ممتازه غرفه جميله ومعقمه افطار متنوع وجميل ومرتب ايضا خدمات الاطعام الغرف ايضا مرتبه وجميله مواقف سيارات جدا مرتب وامن متابعة الموظفين والعاملين اجراء السلامة الصحيه جدا ممتاز الدخول تطبيق توكلنا منذو فتره طويله السكن غرف الدور تاريخ الي الشكر للاداره العليا والمتابعه عضو بالاتنيوم مجموعة عضويه,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167166774714,2021-02-07 10:57:00+00:00,eng,Crowne Plaza Madinah,20.0,1.0,1,0,0,0,0,Madinah,negative,negative,super super super bad like picture bathroom dirty breakfast good thats super bad,Food & Dining / Restaurants,Temporarily closed businesses,1,2021-02
377380-167166781739,2021-02-07 10:57:00+00:00,ara,Jawad Al Taj Hotel,100.0,5.0,1,0,0,0,0,Makkah,neutral,neutral,مكان جميل وقريب جدا الحرم فقط غرفه الدور الاول ضيقة إلي حد,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167167069116,2021-02-07 12:58:00+00:00,eng,Ghazi Restaurant Al Khobar,80.0,4.0,0,1,0,0,0,Khobar,positive,positive,mutton seekh kebab delicious,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167167970137,2021-02-07 18:17:00+00:00,ara,Le Park Concord Hotel,80.0,4.0,1,0,0,0,0,Al Diriyah,neutral,neutral,تاز,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167168533106,2021-02-08 03:26:00+00:00,ara,Courtyard by Marriott Riyadh Diplomatic Quarter,100.0,5.0,0,1,0,0,0,Riyadh,neutral,positive,أكيد ممتاز,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167169190073,2021-02-07 11:37:00+00:00,ara,Elaf Meshal al Salam Hotel,80.0,4.0,1,0,0,0,0,Madinah,neutral,negative,الموظفين اخلاقهم جدا راايعه وممتازه خدمات الفندق موفقين نظافة وخدمة الفطور يتاخر ومايجي الى اذا طلبت منهم كاسكن ممتاز,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167169564457,2021-02-07 00:00:00+00:00,eng,Darbar Restaurant,20.0,1.0,1,0,0,0,0,Riyadh,negative,negative,worst indian food riyadh please dont visit waste money,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167170352828,2021-02-07 21:57:00+00:00,ara,Aldeafah Palace,100.0,5.0,1,0,0,0,0,Jeddah,neutral,positive,ممتاز وتعامل راقي ونشكرهم حسن الاستقبال وكرم الضيافة,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167171123250,2021-02-07 18:09:00+00:00,ara,Elaf Jeddah Hotel Red Sea Mall,60.0,3.0,1,1,1,0,0,Jeddah,neutral,positive,فندق عادي نظيف ميزته انه ملاصق للردسي مول وفيه بوابة جوا الفندق تدخلك مباشرة عالمول يعيبه الاثاث قديم ومو بذاك الزود,Accommodation & Positive Venue Experience,Hotel cleanliness quality,3,2021-02
377380-167173343489,2021-02-08 01:44:00+00:00,ara,BurgerFuel Talateen Riyadh,20.0,1.0,1,0,0,0,0,Riyadh,neutral,positive,غالي عادي,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167173452207,2021-02-07 00:00:00+00:00,ara,c.taste - Centro Salama,60.0,3.0,1,1,0,0,0,Jeddah,neutral,neutral,حجم الغرف صغير,Accommodation & Positive Venue Experience,Hotel cleanliness quality,2,2021-02
377380-167175166860,2021-02-08 02:15:00+00:00,ara,Burger King - Wali Ahad,100.0,5.0,0,1,0,0,0,Jeddah,neutral,positive,سريع بالخدمه ومنظم تسليم الطلب,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167175168367,2021-02-07 15:15:00+00:00,ara,Burger King - Wali Ahad,100.0,5.0,0,1,0,0,0,Jeddah,neutral,positive,مكان نظيف وجميل واسعار ممتازة واكل لذيذ,Accommodation & Positive Venue Experience,Restaurant dining experience,1,2021-02
377380-167175349671,2021-02-07 20:19:00+00:00,ara,Burger King - Exit 8 Dammam Rd,100.0,5.0,1,0,0,0,0,Riyadh,neutral,positive,الطعم رائع لذيذ والوجبات مشبعه,Religious / Spiritual & Tranquil Sites,Restaurant dining experience,1,2021-02
377380-167176572811,2021-02-07 14:43:00+00:00,ara,Hotel Suites Towlan,20.0,1.0,0,1,0,0,0,Riyadh,neutral,negative,بتكلم الشقة غرفتين وصالة للأسف تغير مستواه كثير اول مايستاهل الحين نص نجمة المكان وسخ وفيه تجمع قاذورات الكنب وتحت السرير تنظيفهم سطحي والفوط حقت الحمام الله يكرمكم مبقع لونها والسخان مايشتغل بتضطر تاخذ شاور بارد البرد والمغاسل صدأ الصالة شبك الدريشة مقطوع اللي عنده اطفال ياخذ حذره خطر عليهم طلبت مرة سرير اطفال لبنتي اتفاجا يوم رجعت سفري ان بنتي شعرها قمل للأسف تجربتي سيئة جدا,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167176626972,2021-02-07 13:45:00+00:00,ara,Millennium Hotel Hail,100.0,5.0,1,0,0,0,0,Hail,neutral,positive,فندق رائع,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167176922397,2021-02-08 12:51:00+00:00,eng,Four Points by Sheraton Riyadh Khaldia,80.0,4.0,0,1,0,0,0,Riyadh,positive,positive,best reasonable price stay clean big room helpful cooperative staff food nice especially breakfast upgraded room suite ac working good parking problem location bad area car easy go elsewhere riyadh recommended,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167178282807,2021-02-08 08:19:00+00:00,ara,alnawras restaurant for sea food,100.0,5.0,1,1,0,0,0,Al Baha,neutral,positive,ماشاء الله تبارك الله مطعم أسماك النورس الباحة فعلا منيو راقى منوع جودة طعام ممتازة تعامل ممتاز طاقم ادارة عمال المستوى المتواجد جودة خدمة نظافة تعامل راقى فى فرعهم المتواجد فى ماشاء الله تبارك الله مطعم أسماك النورس الباحة فعلا منيو راقى منوع جودة طعام ممتازة تعامل ممتاز طاقم ادارة عمال المستوى المتواجد جودة خدمة نظافة تعامل راقى فى فرعهم المتواجد فى جدة الله يعطيكم العافية,Accommodation & Positive Venue Experience,Religious expressions,2,2021-02
377380-167180950705,2021-02-07 15:03:00+00:00,eng,Novotel Jeddah Tahlia,100.0,5.0,1,0,0,0,0,Jeddah,positive,positive,really great hotel fb room service good fb manager mr khalid mr gulam friendly liked hotel location great,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-02
377380-167181828868,2021-02-07 20:20:00+00:00,ara,Shubra Palace,80.0,4.0,0,0,0,1,0,Taif,neutral,positive,معلم مميز الطايف الامانه واضح انها مهتمه ماشاء الله,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167181829959,2021-02-07 00:00:00+00:00,ara,Grave of Hamza ibn Abdul-Muttalib Alaihi-Mussalam,100.0,5.0,0,0,0,1,0,Madinah,neutral,neutral,سيد الشهداء رضي الله عنه,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167183745688,2021-02-07 16:41:00+00:00,eng,Corniche Commercial Center,80.0,4.0,0,0,1,0,0,Jeddah,positive,negative,balad always best shopping heart jeddah please note absher machine working,Food & Dining / Restaurants,Shopping malls,1,2021-02
377380-167183757718,2021-02-08 13:41:00+00:00,ara,The Seven Mosques,100.0,5.0,0,0,0,0,1,Madinah,neutral,positive,جميل,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
